x,y,z,u_x,u_y,u_z,p
-2.18280930751327,-0.029668284931681,-4.17788305845488,410.436506037663,0.013901343977128,-0.054928466873856,100030.43626517
-5.69719936167907,-1.16805508133362,2.70416666965902,410.437352295871,-0.030756743665558,0.021364899645992,100020.971631844
-2.38807983095986,0.489320411998876,-4.42207177692307,410.443844363757,0.028441264990998,-0.042092957230448,100021.156537344
-6.85962774601501,0.177311158000652,-1.7455874604608,410.430336895982,0.008493575783596,-0.011426914131787,100018.526120692
2.66853802113943,-0.702350019143401,3.03311427205205,417.831935824913,-0.717926157892474,0.116151281685589,97710.3520641364
8.05140512994385,-0.676479068217479,6.58369506577944,410.449999551966,1.41532764107325E-05,-1.2693732624237E-05,99999.9489339709
5.76784515141683,-1.24569951325491,1.79964457653683,407.421454967597,-0.944863325974196,-2.50759736006431,100959.306052278
6.03962750839906,-0.443627192757112,4.57964009293918,410.520233502053,0.067098423447595,-1.92788737920454,99275.2568144909
5.38715908887265,-1.16805517701369,3.80066731090345,411.635708224507,2.26704784214483,-2.85026847446043,99122.2425064246
-7.44084193197164,-0.029668285093705,2.15591638788059,410.436839197372,0.003328130954315,0.008148076505273,100014.874390265
-4.97068164667668,-0.262520170416692,-11.5504087656319,410.449999715162,1.06829431017577E-05,-7.48265513516835E-06,99999.9999076378
-4.53477100809995,-0.495372056266558,-4.27555854803969,410.442266560382,-0.002029581246778,-0.028273922472239,100017.326787103
-5.50345517950337,-0.236629012137846,-0.969353946532045,410.394838721107,0.003456821078067,-0.026468455963114,100042.151935766
-1.97753878064082,0.125566299542245,3.74584230200301,410.429593879326,0.029085378990781,0.066814349153545,100040.836576267
-5.60032774826598,-0.547105869475248,-1.22813219332024,410.406553645643,-0.006292715535791,-0.025079309621891,100037.123294697
-2.28544455548121,-0.081413153240909,3.14276693380864,410.354086839313,0.037611574362346,0.276515676385257,100115.70400343
7.45330908129772,-1.06456554395146,3.85549236726802,409.827231057143,0.323260078408914,-0.939551210373754,99759.9963288266
4.62595443762652,-1.16801616134508,-0.814126523903825,397.165041187414,-6.81195300094567,3.01192996708674,106096.26405291
6.90958539796722,-1.01282067790683,-3.29880364495448,409.952393322889,0.229687030595836,2.13582576997953,99494.3271042318
-5.79406840843434,-0.081413148218507,4.07479249413907,410.445596952713,0.002820538027912,0.023157355536318,100012.828756718
6.5833511898328,0.544145413221763,-3.78718108302334,410.360328832295,-0.858104602552129,1.07280038803926,99857.3746989648
5.05892121835462,-0.029781471734085,1.44551844290773,399.855006456136,1.58025550728571,3.39674575829006,104075.359322184
5.82237519226815,0.125529044008834,-1.74532403739601,407.252892466619,-0.410096646698559,0.081712217520701,101833.092465673
-6.66588968559057,-0.133158011706308,-4.37323403755377,410.447681970269,0.001127492764671,-0.01886525557804,100009.719907067
-1.46434315307603,-1.11628380256221,2.15590022138775,409.393255490499,-1.15855950044596,3.98229035000772,101388.71920415
7.34456434412356,-0.184902875320426,-3.39647914200227,410.146349026842,-0.107933686781387,1.39450844648498,99711.8355538971
-7.82831805510755,-0.495372055766619,-3.20112816336699,410.444541463998,-0.002248824002628,-0.011036865292174,100009.064860232
0.999233933471753,-0.857152307883638,2.48453379820529,396.367437535481,-9.30635519906994,20.8288896628537,109383.689354438
-5.21285422365775,-0.081413148301843,3.41689211483365,410.439087791777,0.006889267881766,0.031826091355503,100019.883915214
5.0609248797424,0.280800872527693,-3.54299236633379,411.72825655845,-2.51885285881213,3.64626958455264,99036.7860458323
4.08282922569259,-0.495021548632952,-0.659124531769738,379.223792533182,1.22262654278712,1.55217262401034,113322.415216779
1.76864830417528,-2.64278337105594,8.83255329256245,410.450000353868,7.05977348941411E-06,-6.45276057723299E-06,99999.9311359165
-6.13311001622312,1.22945835394035,-10.5209701624687,410.450000069158,-1.33892066884509E-05,9.85881782512485E-06,99999.9885351329
-1.87413005584346,-0.849984768726035,-0.241483675029775,408.437210741663,-12.4002695426106,-5.43219912319911,101380.900289488
1.56337779182081,-0.26252017167863,-6.39944993840044,410.449999045969,-4.95611805025173E-06,2.26518304136438E-05,100000.126869929
-6.95650171774402,0.125570858319689,0.375949281446611,410.424376924786,0.008283136499244,0.003551183885417,100022.839857916
-3.82497350701667,-1.01282061258484,3.142766938419,410.429307453133,-0.040371960093384,0.050564841942549,100036.312183476
7.12707489799711,0.073821388226284,0.013737981808742,410.121548140061,-1.79363774337768,-0.020301179863294,102308.907277383
5.93088279549903,-0.805841230119706,3.41689214502633,410.168774376821,0.108205666118502,-1.85934233347691,99880.9841185032
6.36586285569178,-0.029668123460424,2.86864300026007,409.641467496865,-0.274606633778865,-5.54263388048348,98518.2782201978
1.51209160986984,-0.702349217643747,2.97829599625689,402.432889920616,-3.65953843360771,17.5539845722485,106752.984319506
-4.72859167551054,-0.650289634443743,0.894908758907885,408.211314052072,-0.483477473213764,1.5402694027612,101000.270534857
-5.79405765813804,-0.133140032016248,-0.814110148507015,410.402386085089,0.005637054995923,-0.018314915088203,100039.431957355
0.947566217013183,-2.64278382803747,-12.4537323424823,410.450000732157,8.00837523794749E-06,4.70818554827434E-06,100000.003751461
-2.38807755719395,-0.391874694655502,-1.7973400987553,409.300542887122,0.056416386507838,-4.411637229074,101191.109685486
6.47469634551626,-0.288415026076076,-1.84899510558608,408.853075166803,-0.704323469672007,1.54467280683831,100778.691251386
-5.40659228525334,-0.133158011727182,-3.64066786620701,410.441937877047,0.003983777599782,-0.026950918438507,100016.64276946
-4.33814924945716,-1.06455402784399,1.60766371771136,410.105891671319,0.039055671816931,0.301005710007754,100193.767099809
-4.43789585089863,-0.598652312862868,1.05938188379869,404.621988305634,-1.05828647460405,5.02915127985864,103103.344177156
7.88828802552424,-0.754096372849893,4.92817139274471,410.434790486323,0.000992499822326,-0.058084177159856,99967.713520158
-11.8690600140144,0.35841818755071,-6.39944994001438,410.450000097227,-5.44588648813061E-06,1.51925940757175E-05,99999.9917763763
2.4494645082889,0.330280965459624,1.77109747102825,429.571598266739,-13.7330054939668,-4.11559538473876,90130.1621533187
0.845291109776737,-1.24310923482292,-1.15053588023663,397.198336093024,-35.7543277379332,2.24257353064301,106716.461635644
-4.82537810043248,0.229056032274847,-4.4220717822213,410.445200713515,0.005526317708057,-0.025549185725991,100014.401097852
-4.08156165997436,-1.24567236449926,-3.56741121890724,410.440968965055,-0.031780780716352,-0.027627862221727,100018.599489293
2.55946919805874,-1.11333437041622,-0.658615592230392,431.210873523714,27.0101392007883,0.87358716870476,88723.6467115246
-5.79406792342225,-0.598859788108864,-1.43511753054116,410.414898091398,-0.007632908253729,-0.020733699409806,100028.008131074
-6.76275871580458,0.489320425004874,-3.49415463088211,410.445405371324,0.008245162376841,-0.016303287280284,100010.736389859
-6.42371710909769,0.626382952390392,3.5539546882429,410.445618215458,0.012126100749325,0.01394049722865,100011.905124647
-7.05336583222298,-0.391882277822284,1.55284105388142,410.429581230311,-0.001396997939411,0.006526105289889,100017.619089839
7.12707709630061,0.229056094370743,2.32039369336948,408.455091196311,-1.04083458583405,-2.58432574795918,99741.6625607898
-7.63457999339762,0.22905603009724,2.70416670369858,410.441657857033,0.003826700909798,0.009177735141579,100011.522308095
5.16902857020391,0.125551147674079,1.16978211606833,406.923376531483,1.36837144729411,-0.345497784579714,101842.386064384
7.12707491891849,-0.754096324927325,0.013737984227799,409.430370112622,0.486345535972061,0.003862351444948,102374.440694155
-0.848550703536618,-0.805841213509969,-3.24996570573107,410.243167697093,-0.220601476068342,-1.54729268643837,100633.980079964
5.06092488166811,-0.184902875292183,4.87008284285507,410.568832927556,0.02343951916699,0.428653790134427,100187.825602634
-7.828318245286,0.332545724940931,-0.089751880399756,410.440057921794,0.005285006649596,-0.000935348730129,100013.086257786
-2.69598562251116,-0.391882329229745,-3.83601884522191,410.432416603526,-0.00328743040584,-0.052405801448436,100032.316070729
-4.2357019452627,-0.082931973708614,-0.605638222520558,401.860133436547,6.01133863379888,-11.3725646306259,104537.18234381
-3.2091640569656,0.17726395672141,-1.27989951637491,407.9233827831,3.23551121996343,-5.36418363625119,101817.238188941
-6.95649677780869,0.073821440137904,-1.95256691609764,410.431611774828,0.005861864679457,-0.009977435777455,100019.122257532
-7.34397290110619,-0.754096372833832,-2.85926395002416,410.439738900792,-0.005390124022561,-0.011963155006397,100011.523864207
5.71463754983598,-0.340509173652728,-1.33063559879123,398.282832707628,-3.41901971126754,-4.85824146290915,100940.947557596
4.6267732973396,-0.34026283972339,-0.038273628096279,361.164198152155,11.2116547857371,2.10026336701015,108292.174052691
-5.40659228525537,-0.44362719276202,-3.93369433474694,410.44367062141,-0.001604688162056,-0.022818936342424,100013.020315662
-1.05382141435788,-0.80584123501062,-4.32439629231029,410.43704223769,-0.023901926732251,-0.072069810425808,100041.33911021
-14.4290091764029,0.358418183262547,-3.51857350410128,410.44983113459,0.000629648609807,-0.00078162997581,100002.796190081
2.02453145587043,0.017217453617255,-1.94852392423095,430.09630252998,-5.09824815546181,1.56036221629321,90053.8841442544
0.999172230489262,0.021602599693201,2.59435762896046,395.800173549438,5.85021267796792,22.0345555524483,110113.647465014
